Contest Type,Contest,Candidate or Measure,Position,Committee Name,Transaction Type,Expense
CANDIDATE,MAYOR,LONDON BREED,OPPOSE,CITIZENS OPPOSING RE-ELECTION OF MAYOR LONDON BREED 2024,Unpaid Bills,$0
CANDIDATE,MAYOR,LONDON BREED,OPPOSE,WORKING FAMILIES OPPOSING LONDON BREED FOR MAYOR 2024 SPONSORED BY SAN FRANCISCO BUILDING AND CONSTRUCTION TRADES COUNCIL,Payments,"$167,000"
CANDIDATE,MAYOR,LONDON BREED,OPPOSE,CITIZENS OPPOSING RE-ELECTION OF MAYOR LONDON BREED 2024,Payments,"$15,265"
CANDIDATE,MAYOR,LONDON BREED,OPPOSE,TogetherSF Action,Independent Expenditure,"$80,972"
CANDIDATE,MAYOR,LONDON BREED,OPPOSE,"SAN FRANCISCO WORKING FAMILIES VOTER GUIDE SUPPORTING AARON PESKIN FOR MAYOR, SPONSORED BY HEALTHCARE, HOSPITALITY, AND SERVICE WORKERS UNIONS",Independent Expenditure,"$4,167"
CANDIDATE,MAYOR,LONDON BREED,OPPOSE,San Francisco Deputy Sheriffs' Association Political Action Committee,Independent Expenditure,"$110,142"
CANDIDATE,MAYOR,LONDON BREED,OPPOSE,CITIZENS OPPOSING RE-ELECTION OF MAYOR LONDON BREED 2024,Independent Expenditure,"$3,524"
CANDIDATE,MAYOR,LONDON BREED,OPPOSE,"BELIEVE IN SF, LURIE FOR MAYOR 2024",Independent Expenditure,"$43,647"
CANDIDATE,MAYOR,LONDON BREED,SUPPORT,RE-ELECT MAYOR LONDON BREED 2024,Unpaid Bills,"$14,643"
CANDIDATE,MAYOR,LONDON BREED,SUPPORT,"FORWARD ACTION SF, SUPPORTING LONDON BREED FOR MAYOR 2024, SPONSORED BY ABUNDANCE NETWORK",Unpaid Bills,"$531,981"
CANDIDATE,MAYOR,LONDON BREED,SUPPORT,RE-ELECT MAYOR LONDON BREED 2024,Payments,"$2,266,391"
CANDIDATE,MAYOR,LONDON BREED,SUPPORT,"FORWARD ACTION SF, SUPPORTING LONDON BREED FOR MAYOR 2024, SPONSORED BY ABUNDANCE NETWORK",Payments,"$2,504,391"
CANDIDATE,MAYOR,LONDON BREED,SUPPORT,TogetherSF Action,Independent Expenditure,"$1,523"
CANDIDATE,MAYOR,LONDON BREED,SUPPORT,"Our Future, Our SF Opposing Lurie & Farrell for Mayor 2024",Independent Expenditure,"$25,010"
CANDIDATE,MAYOR,LONDON BREED,SUPPORT,"FORWARD ACTION SF, SUPPORTING LONDON BREED FOR MAYOR 2024, SPONSORED BY ABUNDANCE NETWORK",Independent Expenditure,"$3,292"
CANDIDATE,MAYOR,LONDON BREED,SUPPORT,Coalition to Grow San Francisco - Grow SF PAC,Independent Expenditure,"$14,940"
CANDIDATE,MAYOR,LONDON BREED,SUPPORT,Alice B. Toklas Lesbian and Gay Democratic Club PAC,Independent Expenditure,"$5,809"
CANDIDATE,MAYOR,MARK FARRELL,OPPOSE,"STOP MAGA MARK 2024, OPPOSING FARRELL FOR MAYOR",Unpaid Bills,"$5,120"
CANDIDATE,MAYOR,MARK FARRELL,OPPOSE,"SAVE OUR CITY SF, OPPOSING MARK FARRELL FOR MAYOR 2024 - SPONSORED BY LABOR ORGANIZATIONS",Unpaid Bills,$0
CANDIDATE,MAYOR,MARK FARRELL,OPPOSE,"STOP MAGA MARK 2024, OPPOSING FARRELL FOR MAYOR",Payments,$0
CANDIDATE,MAYOR,MARK FARRELL,OPPOSE,"SAVE OUR CITY SF, OPPOSING MARK FARRELL FOR MAYOR 2024 - SPONSORED BY LABOR ORGANIZATIONS",Payments,"$251,084"
CANDIDATE,MAYOR,MARK FARRELL,OPPOSE,"Our Future, Our SF Opposing Lurie & Farrell for Mayor 2024",Independent Expenditure,"$113,995"
CANDIDATE,MAYOR,MARK FARRELL,SUPPORT,SAFER SAN FRANCISCO FOR MARK FARRELL FOR MAYOR 2024,Unpaid Bills,$0
CANDIDATE,MAYOR,MARK FARRELL,SUPPORT,MARK FARRELL FOR MAYOR 2024,Unpaid Bills,"$10,800"
CANDIDATE,MAYOR,MARK FARRELL,SUPPORT,SAFER SAN FRANCISCO FOR MARK FARRELL FOR MAYOR 2024,Payments,"$3,107,220"
CANDIDATE,MAYOR,MARK FARRELL,SUPPORT,MARK FARRELL FOR MAYOR 2024,Payments,"$2,212,204"
CANDIDATE,MAYOR,MARK FARRELL,SUPPORT,San Francisco Deputy Sheriffs' Association Political Action Committee,Independent Expenditure,"$256,387"
CANDIDATE,MAYOR,MARK FARRELL,SUPPORT,Coalition to Grow San Francisco - Grow SF PAC,Independent Expenditure,"$14,940"
CANDIDATE,MAYOR,NELSON MEI,SUPPORT,NELSON MEI FOR MAYOR 2024,Unpaid Bills,$0
CANDIDATE,MAYOR,NELSON MEI,SUPPORT,NELSON MEI FOR MAYOR 2024,Payments,$0
CANDIDATE,SHERIFF,MICHAEL JUAN,SUPPORT,MICHAEL JUAN FOR SHERIFF 2024,Unpaid Bills,$0
CANDIDATE,SHERIFF,MICHAEL JUAN,SUPPORT,MICHAEL JUAN FOR SHERIFF 2024,Payments,"$12,793"
CANDIDATE,SHERIFF,PAUL MIYAMOTO,SUPPORT,MIYAMOTO FOR SHERIFF 2024,Unpaid Bills,"$2,678"
CANDIDATE,SHERIFF,PAUL MIYAMOTO,SUPPORT,MIYAMOTO FOR SHERIFF 2024,Payments,"$63,836"
CANDIDATE,SHERIFF,PAUL MIYAMOTO,SUPPORT,Coalition to Grow San Francisco - Grow SF PAC,Independent Expenditure,"$14,940"
CANDIDATE,TREASURER,JOSE CISNEROS,SUPPORT,CISNEROS FOR TREASURER 2024,Unpaid Bills,$0
CANDIDATE,TREASURER,JOSE CISNEROS,SUPPORT,CISNEROS FOR TREASURER 2024,Payments,"$17,487"
CANDIDATE,TREASURER,JOSE CISNEROS,SUPPORT,Coalition to Grow San Francisco - Grow SF PAC,Independent Expenditure,"$14,940"
